,Protein,Subgraph,Degree,Information,Betweenness,Network,isoelectric point,negatively charged particle,positively charged particle,absorbance,Pred_Cluster
2475,YGL043W,1320000000000.0,3,2.0616256999999996,357.4825,0.0,9.01093,41,50,0.72568,-1
2476,YPL144W,1310000000000.0,10,3.0672336,2454.1448,2.4761906000000002,7.71735,17,18,0.80402,-1
2477,YBR128C,1310000000000.0,5,2.48909,2891.9773,0.0,9.334660000000001,34,49,1.1864299999999999,-1
2478,YGL185C,1310000000000.0,4,2.2984586,1364.7871,0.0,8.19708,49,52,0.8318200000000001,-1
2479,YNR036C,1310000000000.0,1,1.3606247999999999,0.0,0.0,11.17645,6,29,0.7070000000000001,-1
2480,YPL131W,1310000000000.0,5,2.48909,10353.151,1.0,6.3576,46,44,1.0812899999999999,-1
2481,YCL050C,1310000000000.0,2,1.7594741999999999,2274.6592,0.0,4.91937,48,31,0.77113,-1
2482,YLR136C,1300000000000.0,2,1.7594741999999999,391.64075,0.0,9.10431,28,39,1.14486,-1
2483,YKL142W,1300000000000.0,7,2.7769972999999997,13136.318000000001,0.0,4.66205,48,32,0.33789,-1
2484,YER036C,1300000000000.0,8,2.8883598,23792.352000000003,0.0,6.08539,87,80,0.7194699999999999,-1
2485,YPL234C,1300000000000.0,10,3.0672333,5721.8184,1.1111111999999999,7.617000000000001,6,7,0.64887,-1
2486,YOL044W,1290000000000.0,12,3.2047052000000003,18923.398,2.544697,8.61664,44,49,0.44533,-1
2487,YJR015W,1290000000000.0,14,3.3135589999999997,6368.29,2.5641026,6.605289999999999,42,41,1.47015,-1
2488,YIR042C,1290000000000.0,1,1.3606247999999999,0.0,0.0,6.07855,35,34,1.70612,-1
2489,YDL209C,1290000000000.0,6,2.6458204,416.55523999999997,1.2,8.08563,49,51,1.0065,-1
2490,YIL104C,1290000000000.0,5,2.48909,3934.4985,0.5,4.7194199999999995,88,56,1.14362,-1
2491,YJL125C,1280000000000.0,2,1.7594741999999999,20196.0,0.0,7.23492,54,54,1.01641,-1
2492,YJR140C,1280000000000.0,5,2.4890897,523.8056,0.0,5.84882,226,198,1.15373,-1
2493,YGR140W,1280000000000.0,8,2.8883598,2756.7969,1.6666666,5.81818,143,124,1.0096399999999999,-1
2494,YIL150C,1280000000000.0,7,2.7769976,3871.1035,2.4,9.66779,74,105,0.78258,-1
2495,YOL150C,1270000000000.0,4,2.2984586,2056.9014,0.0,10.09332,3,12,1.4606,-1
2496,YJL122W,1270000000000.0,4,2.2984586,112.11945,0.6666667,10.028260000000001,18,32,0.43968,-1
2497,YDR425W,1270000000000.0,8,2.8883598,11848.05,1.4285715,6.5281400000000005,66,61,0.83163,-1
2498,YOR029W,1260000000000.0,2,1.7594741999999999,754.8385,0.0,9.72064,3,10,2.11321,-1
2499,YDR423C,1260000000000.0,2,1.7594743999999998,1368.1584,0.0,6.68036,58,57,0.6539699999999999,-1
2500,YAR035W,1260000000000.0,5,2.48909,8598.535,0.0,6.45221,77,72,1.2422799999999998,-1
2501,YIL109C,1250000000000.0,12,3.2047052000000003,7323.823,3.5454545,5.82721,93,80,0.66493,-1
2502,YDL240W,1250000000000.0,4,2.2984586,953.9644,0.0,8.54144,115,128,0.9458200000000001,-1
2503,YHR195W,1250000000000.0,8,2.8883598,19600.678,0.0,5.04999,56,41,0.71223,-1
2504,YLR003C,1250000000000.0,3,2.0616256999999996,1438.876,0.0,8.21906,51,53,0.36444,-1
2505,YBL094C,1250000000000.0,2,1.7594743999999998,4238.363,0.0,9.50714,3,9,0.62008,-1
2506,YLR039C,1240000000000.0,4,2.2984586,1513.5317,1.3333334,5.9433,144,128,1.0913899999999999,-1
2507,YIL042C,1240000000000.0,3,2.0616256999999996,10253.915,0.0,8.52582,40,44,1.1236,-1
2508,YDL111C,1240000000000.0,9,2.9841056,1126.4132,5.75,5.22687,32,23,0.5525800000000001,-1
2509,YLR353W,1240000000000.0,4,2.2984586,976.6745599999999,0.6666667,5.88055,77,66,0.48312,-1
2510,YOR100C,1240000000000.0,3,2.0616256999999996,534.2068,0.0,9.83051,19,36,0.62741,-1
2511,YJL210W,1240000000000.0,5,2.48909,5819.3735,0.5,9.15253,16,28,2.03163,-1
2512,YML025C,1240000000000.0,6,2.6458204,3719.8997,0.0,9.61786,31,40,0.5449,-1
2513,YHR144C,1240000000000.0,3,2.0616256999999996,141.1561,0.0,8.15729,38,41,0.53779,-1
2514,YLR088W,1240000000000.0,5,2.48909,4044.4656,0.5,5.856380000000001,55,46,1.5901399999999999,-1
2515,YKL146W,1230000000000.0,8,2.8883598,29790.707000000002,0.5714286,8.742980000000001,49,56,1.05217,-1
2516,YGR289C,1230000000000.0,13,3.2621105,10958.033000000001,2.6818182,5.51093,57,52,1.74347,-1
2517,YKL098W,1230000000000.0,4,2.2984586,474.1861,0.0,6.76324,42,41,0.8702,-1
2518,YNL134C,1230000000000.0,2,1.7594741999999999,328.21603,0.0,5.82538,49,43,0.84734,-1
2519,YCR033W,1220000000000.0,8,2.8883598,1307.2723,5.142857,9.166319999999999,160,182,0.7198899999999999,-1
2520,YBR065C,1220000000000.0,6,2.6458204,2605.5605,2.8,9.54364,37,58,0.7137600000000001,-1
2521,YNL098C,1210000000000.0,7,2.7769976,1118.1171,1.5333333,6.766780000000001,35,35,0.52241,-1
2522,YPR029C,1210000000000.0,7,2.7769972999999997,2946.097,2.3333333,5.2608,114,91,0.57021,-1
2523,YDR180W,1200000000000.0,4,2.2984586,3782.8826,1.5,6.39874,188,178,0.68375,-1
2524,YKL190W,1200000000000.0,5,2.48909,2489.282,0.0,4.36444,36,21,0.15174,-1
2525,YDR424C,1200000000000.0,3,2.0616256999999996,278.80602999999996,0.0,7.92572,12,13,1.24032,-1
2526,YGL236C,1200000000000.0,5,2.48909,14293.201000000001,0.5,8.523010000000001,69,74,0.71314,-1
2527,YGL212W,1200000000000.0,22,3.5892177000000003,33414.582,1.6733599,8.461730000000001,53,55,0.88679,-1
2528,YGR261C,1200000000000.0,5,2.48909,847.7027,1.0,5.57074,106,90,0.92963,-1
2529,YBR238C,1190000000000.0,3,2.0616256999999996,10163.445,0.0,7.0954,68,66,1.17216,-1
2530,YCR096C,1190000000000.0,7,2.7769976,11874.565,1.0,9.94098,14,23,1.1144100000000001,-1
2531,YJL013C,1190000000000.0,6,2.6458204,739.9125,0.0,7.58575,75,76,0.8035899999999999,-1
2532,YLR389C,1190000000000.0,3,2.0616256999999996,82.94764,0.0,6.271059999999999,125,114,1.03494,-1
2533,YNL048W,1190000000000.0,13,3.2621105,7517.891,2.8333333,9.07574,56,69,1.88677,-1
2534,YKL109W,1190000000000.0,3,2.0616256999999996,201.76312,0.0,5.23004,83,60,0.53099,-1
2535,YLR133W,1180000000000.0,4,2.2984586,5277.578,0.6666667,5.46783,78,67,1.54578,-1
2536,YPR105C,1180000000000.0,13,3.2621105,8405.821,0.9651514999999999,5.75018,110,95,0.82391,-1
2537,YER140W,1180000000000.0,5,2.48909,2116.8296,0.0,9.78754,51,82,1.15575,-1
2538,R0030W,1180000000000.0,2,1.7594743999999998,0.0,2.0,5.90436,24,23,0.7834899999999999,-1
2539,YLL041C,1170000000000.0,2,1.7594743999999998,323.6886,0.0,9.10345,23,36,1.33191,-1
2540,YLR037C,1170000000000.0,3,2.0616256999999996,2412.971,0.0,4.91656,11,7,1.20884,-1
2541,YJL057C,1170000000000.0,12,3.2047052000000003,4487.4155,0.34090909999999996,6.02606,82,73,0.72737,-1
2542,YPR122W,1170000000000.0,2,1.7594741999999999,7.4699945,0.0,8.564639999999999,128,138,0.86445,-1
2543,YIL137C,1160000000000.0,2,1.7594741999999999,382.27036,0.0,6.07831,112,97,1.09792,-1
2544,YDL084W,1160000000000.0,6,2.6458204,806.11096,0.8,5.34503,71,56,0.39993,-1
2545,YDR082W,1160000000000.0,4,2.2984586,1062.4904,2.0,5.44257,66,53,1.43019,-1
2546,YDL186W,1150000000000.0,4,2.2984586,915.1825,0.0,5.454280000000001,41,32,1.0227700000000002,-1
2547,YFL062W,1150000000000.0,21,3.5638937999999993,24659.938,1.1227273000000002,8.98615,40,49,2.54593,-1
2548,YCR028C-A,1150000000000.0,6,2.6458204,541.3864,1.2,7.924010000000001,17,18,0.93852,-1
2549,YBR293W,1150000000000.0,7,2.7769976,10679.003,1.3333334,9.74432,16,36,1.0616,-1
2550,YIR025W,1150000000000.0,2,1.7594741999999999,800.8634,0.0,4.64288,80,47,0.9071799999999999,-1
2551,YPR036W,1150000000000.0,6,2.6458201,978.4809,2.8,5.9465900000000005,63,56,0.8226600000000001,-1
2552,YDR469W,1140000000000.0,10,3.0672333,4179.8896,3.7777777,4.7125900000000005,28,16,0.23629,-1
2553,YKL025C,1140000000000.0,6,2.6458201,5368.423000000001,0.0,5.98785,66,59,0.90061,-1
2554,YNL253W,1140000000000.0,3,2.0616256999999996,95.06466,0.0,8.87775,42,51,1.40164,-1
2555,YOR340C,1140000000000.0,3,2.0616256999999996,129.98131,1.0,4.80255,53,32,0.94331,-1
2556,YML001W,1140000000000.0,9,2.9841056,15592.33,1.0,4.78485,31,22,0.8870600000000001,-1
2557,YDR457W,1140000000000.0,4,2.2984586,302.19599999999997,0.0,5.055969999999999,506,370,0.78537,-1
2558,YPR033C,1140000000000.0,4,2.2984586,272.8826,0.0,7.54828,75,76,0.79989,-1
2559,YGR223C,1140000000000.0,3,2.0616256999999996,505.83072000000004,0.0,9.2287,47,59,1.16913,-1
2560,YGR205W,1140000000000.0,5,2.48909,1574.3032,0.0,5.24884,39,30,1.2559799999999999,-1
2561,YNL125C,1140000000000.0,9,2.9841056,8893.969000000001,2.25,8.62604,54,61,1.18955,-1
2562,YOR123C,1130000000000.0,11,3.140127,5183.358,2.4444444,4.3277,133,62,0.48498,-1
2563,YJR108W,1130000000000.0,3,2.0616256999999996,7722.3804,0.0,4.4055800000000005,17,7,2.97036,-1
2564,YDR276C,1130000000000.0,16,3.4018607000000003,2286.4001,4.4238095,4.32941,4,2,2.29783,-1
2565,YIL060W,1130000000000.0,3,2.0616256999999996,3520.9587,0.0,9.66644,6,14,0.67603,-1
2566,YFR014C,1130000000000.0,3,2.0616256999999996,615.50354,0.0,5.81647,74,67,0.83496,-1
2567,YMR155W,1130000000000.0,4,2.2984586,3409.595,0.0,8.42072,37,42,1.03867,-1
2568,YKL196C,1120000000000.0,11,3.140127,6691.649,3.5992064,5.51556,29,25,0.9149299999999999,-1
2569,YLL065W,1120000000000.0,3,2.0616256999999996,5990.2,1.0,9.57367,1,9,1.0221200000000001,-1
2570,YBR057C,1110000000000.0,8,2.8883598,4342.6084,0.53333336,5.62604,45,35,0.56731,-1
2571,YBR298C,1110000000000.0,18,3.4751233999999998,11939.0205,2.2605298,5.62103,62,57,1.88963,-1
2572,YBR074W,1110000000000.0,3,2.0616256999999996,5067.6616,0.0,6.08173,103,90,1.24453,-1
2573,YHL019C,1100000000000.0,5,2.48909,10323.128,1.6666666,6.40509,89,85,0.8347700000000001,-1
2574,YOL156W,1100000000000.0,9,2.9841056,13834.85,2.0,8.72772,38,45,1.7534900000000002,-1
2575,YJL089W,1100000000000.0,4,2.2984586,289.31207,1.3333334,6.11224,91,84,1.05324,-1
2576,YLR322W,1100000000000.0,4,2.2984586,10786.465,0.0,8.735660000000001,6,10,0.53446,-1
2577,YMR209C,1100000000000.0,3,2.0616256999999996,317.68002,0.0,7.22565,54,54,1.0913899999999999,-1
2578,YBR105C,1100000000000.0,3,2.0616256999999996,269.61453,1.0,6.26666,40,36,1.06244,-1
2579,YGR294W,1100000000000.0,5,2.48909,7268.5264,0.0,5.13422,10,7,1.24265,-1
2580,YMR323W,1090000000000.0,1,1.3606247999999999,0.0,0.0,5.25934,57,43,1.04064,-1
2581,YGR281W,1090000000000.0,5,2.48909,8872.798,0.0,7.70953,177,179,0.8980299999999999,-1
2582,YOR189W,1090000000000.0,2,1.7594741999999999,3088.2336,0.0,4.802919999999999,25,19,1.06782,-1
2583,YAL049C,1090000000000.0,2,1.7594743999999998,33.841015000000006,0.0,5.83856,32,26,0.8645700000000001,-1
2584,YPL138C,1090000000000.0,10,3.0672333,12818.878999999999,4.6666665,6.34601,59,56,1.4498,-1
2585,YIL129C,1080000000000.0,4,2.2984586,7702.4873,0.0,5.9516,283,253,0.97319,-1
2586,YHR043C,1080000000000.0,2,1.7594741999999999,116.18301399999999,0.0,5.495419999999999,33,29,0.95031,-1
2587,YDL072C,1080000000000.0,4,2.2984586,831.93463,0.0,6.610410000000001,24,24,0.40126999999999996,-1
2588,YLL015W,1070000000000.0,5,2.4890897,7621.335,0.0,7.68646,166,168,1.14781,-1
2589,YPL009C,1070000000000.0,3,2.0616256999999996,480.93402000000003,0.0,5.56659,187,166,0.7946300000000001,-1
2590,YPR085C,1070000000000.0,3,2.0616256999999996,10356.904,0.0,7.12323,52,52,1.14393,-1
2591,YHL044W,1070000000000.0,4,2.2984586,17181.4,0.0,8.09503,23,25,1.21366,-1
2592,YFL003C,1070000000000.0,3,2.0616256999999996,734.47437,0.0,6.95172,109,108,0.5735,-1
2593,YBR047W,1060000000000.0,2,1.7594743999999998,364.68097,0.0,7.06915,26,26,0.44193000000000005,-1
2594,YGL192W,1060000000000.0,4,2.2984586,574.0118,0.6666667,8.24347,67,71,1.53274,-1
2595,YHR180W,1050000000000.0,3,2.0616256999999996,1495.9972,0.0,4.76727,14,6,1.1814799999999999,-1
2596,YOR054C,1040000000000.0,4,2.2984586,6452.1816,0.6666667,4.48102,127,73,0.5526300000000001,-1
2597,YIR016W,1040000000000.0,2,1.7594741999999999,0.0,2.0,5.093319999999999,42,29,0.60887,-1
2598,YCL005W,1040000000000.0,2,1.7594741999999999,1154.542,0.0,8.2851,20,22,1.27708,-1
2599,YNL286W,1040000000000.0,1,1.3606247999999999,0.0,0.0,4.90533,55,42,0.43473999999999996,-1
2600,YLL014W,1040000000000.0,1,1.3606247999999999,0.0,0.0,5.07953,8,5,1.8207400000000002,-1
2601,YJL146W,1040000000000.0,1,1.3606247999999999,0.0,0.0,4.7438400000000005,60,38,1.36426,-1
2602,YBR113W,1040000000000.0,1,1.3606247999999999,0.0,0.0,9.73639,9,24,0.9169700000000001,-1
2603,YJR103W,1040000000000.0,3,2.0616256999999996,911.6448,0.0,5.42194,81,60,1.00496,-1
2604,YPR101W,1030000000000.0,7,2.7769972999999997,559.5213,3.3333333,8.526060000000001,28,30,0.9191600000000001,-1
2605,YNL045W,1030000000000.0,2,1.7594741999999999,437.19705,0.0,6.11298,85,75,1.3770799999999999,-1
2606,YLL061W,1030000000000.0,15,3.359922,25453.132999999998,1.2857143,8.2099,41,45,1.4928299999999999,-1
2607,YDR270W,1030000000000.0,3,2.0616256999999996,10149.652,0.0,5.04535,113,85,0.83531,-1
2608,YNR013C,1030000000000.0,5,2.48909,8081.4976,1.0,8.167910000000001,65,68,1.03077,-1
2609,YPR052C,1020000000000.0,2,1.7594741999999999,49.652134000000004,0.0,9.76215,14,22,1.0609,-1
2610,YMR250W,1020000000000.0,2,1.7594741999999999,575.70984,0.0,6.15204,73,62,1.14913,-1
2611,YDR268W,1020000000000.0,3,2.0616256999999996,3481.425,0.0,9.15033,44,52,0.9329299999999999,-1
2612,YDL074C,1020000000000.0,11,3.140127,15915.161,1.9833333,6.0692699999999995,127,119,0.35958,-1
2613,YHR117W,1010000000000.0,2,1.7594741999999999,94.71547,0.0,5.83551,84,77,0.5668300000000001,-1
2614,YGL084C,1010000000000.0,6,2.6458201,14249.515,0.0,9.49628,38,57,2.1651700000000003,-1
2615,YOR033C,1010000000000.0,3,2.0616256999999996,1304.4226,1.0,8.6153,97,106,0.5525100000000001,-1
2616,YNL021W,1000000000000.0,8,2.8883598,3339.8489,1.2619046999999999,5.29645,102,76,1.2112,-1
2617,YNL005C,999000000000.0,9,2.9841056,4061.32,0.5,9.81927,51,77,0.74284,-1
2618,YDL125C,999000000000.0,2,1.7594741999999999,438.8313,0.0,6.437930000000001,21,19,0.74663,-1
2619,YBR236C,996000000000.0,3,2.0616256999999996,44.778183,1.0,8.04767,62,64,1.13021,-1
2620,YCL010C,993000000000.0,7,2.7769976,396.59204,4.6666665,5.35529,41,35,1.03078,-1
2621,YLR274W,991000000000.0,6,2.6458204,342.06827000000004,3.6,5.49811,98,83,0.50243,-1
2622,YPR048W,989000000000.0,7,2.7769976,5028.2144,0.0,8.70831,81,89,1.2973700000000001,-1
2623,YLR072W,985000000000.0,4,2.2984586,901.7619599999999,0.0,5.864319999999999,84,75,1.1864,-1
2624,YOR373W,982000000000.0,5,2.48909,836.8594,1.0,6.55353,88,83,0.65593,-1
2625,YPL159C,978000000000.0,2,1.7594741999999999,963.5976,0.0,10.20392,24,48,0.77176,-1
2626,YOL003C,975000000000.0,12,3.2047052000000003,1446.6636,4.034091,8.54669,34,39,2.2976,-1
2627,YOR379C,967000000000.0,2,1.7594741999999999,2193.3152,0.0,10.11383,4,19,1.15304,-1
2628,YPR070W,966000000000.0,8,2.8883598,682.18066,4.0,4.68622,88,54,0.9054399999999999,-1
2629,YDL235C,962000000000.0,3,2.0616256999999996,46.249233000000004,0.0,4.57684,28,17,0.81358,-1
2630,YOR298C-A,959000000000.0,2,1.7594741999999999,95.659935,0.0,10.605039999999999,15,31,0.5169699999999999,-1
2631,YOR059C,957000000000.0,6,2.6458201,13662.132,0.0,9.09662,45,55,1.29694,-1
2632,YDR319C,957000000000.0,3,2.0616256999999996,3877.059,0.0,8.742980000000001,14,20,2.45543,-1
2633,YER084W,954000000000.0,3,2.0616256999999996,3546.1821,0.0,10.02679,5,15,0.8269,-1
2634,YPL020C,952000000000.0,9,2.9841056,6303.6465,0.0,9.48016,86,112,1.11064,-1
2635,YMR065W,943000000000.0,7,2.7769972999999997,7296.5107,0.33333334,4.79706,73,51,1.32522,-1
2636,YMR144W,939000000000.0,4,2.2984586,2241.9495,0.0,6.679139999999999,43,42,0.26821,-1
2637,YPL146C,935000000000.0,3,2.0616256999999996,700.6266,0.0,9.349789999999999,82,100,0.7808,-1
2638,YML038C,934000000000.0,12,3.2047052000000003,75527.25,0.95454544,7.042789999999999,33,33,1.23906,-1
2639,YBR250W,933000000000.0,3,2.0616256999999996,2014.033,0.0,7.07977,64,64,0.7259800000000001,-1
2640,YHR057C,928000000000.0,4,2.2984586,8150.1147,0.0,5.73615,27,23,1.24448,-1
2641,YDL232W,927000000000.0,18,3.4751233999999998,6594.401,6.762982000000001,4.5351,3,1,0.37393000000000004,-1
2642,YGR255C,925000000000.0,3,2.0616256999999996,601.53296,0.0,6.52496,55,53,1.04966,-1
2643,YLR090W,924000000000.0,4,2.2984586,14833.442,0.6666667,5.79938,71,60,0.83736,-1
2644,YJL036W,922000000000.0,4,2.2984586,1154.7887,0.0,6.07086,71,65,0.83089,-1
2645,YLR450W,919000000000.0,5,2.4890897,2773.2568,0.75,7.5037199999999995,95,96,0.8942399999999999,-1
2646,YLL022C,919000000000.0,4,2.2984586,638.7201,2.0,4.64093,78,44,0.37256999999999996,-1
2647,YGR056W,918000000000.0,3,2.0616256999999996,710.5199,0.0,6.09821,123,113,0.92591,-1
2648,YBR145W,917000000000.0,3,2.0616256999999996,1392.2766,0.0,5.9429300000000005,37,31,1.2385899999999999,-1
2649,YMR181C,917000000000.0,6,2.6458204,6947.174,0.0,4.78314,17,11,0.8535799999999999,-1
2650,YLR056W,915000000000.0,10,3.0672333,14578.41,0.44444445,7.3106100000000005,34,34,1.99627,-1
2651,YDR392W,915000000000.0,6,2.6458201,142.2208,3.6,7.7619,54,55,0.83042,-1
2652,YFL028C,913000000000.0,2,1.7594743999999998,0.0,2.0,6.18976,40,37,1.44502,-1
2653,YOR140W,913000000000.0,5,2.48909,910.44604,1.5,8.78448,67,73,0.54215,-1
2654,YJR050W,911000000000.0,8,2.8883598,11454.61,3.2857144,9.3548,35,43,1.80367,-1
2655,YPR168W,911000000000.0,7,2.7769976,639.1469999999999,2.0,4.87555,25,18,0.41602,-1
2656,YLR092W,909000000000.0,2,1.7594741999999999,827.9706,0.0,6.22516,91,84,1.58385,-1
2657,YDL076C,909000000000.0,11,3.140127,6814.8677,2.5333333,6.0838,36,32,1.24456,-1
2658,YOR007C,907000000000.0,6,2.6458204,20842.373,0.0,4.6806,55,37,0.44373999999999997,-1
2659,YMR293C,904000000000.0,3,2.0616256999999996,6327.4434,0.0,8.74847,50,56,0.5122,-1
2660,YJL091C,900000000000.0,8,2.8883598,11794.037,1.4285715,9.412410000000001,25,43,1.65661,-1
2661,YOL034W,899000000000.0,6,2.6458201,2919.76,0.0,8.381160000000001,172,178,0.47086000000000006,-1
2662,YNL073W,899000000000.0,2,1.7594741999999999,465.7707,0.0,9.01666,66,78,0.80035,-1
2663,YDR464W,898000000000.0,2,1.7594741999999999,299.78235,0.0,8.93243,236,254,0.41291000000000005,-1
2664,YDL135C,895000000000.0,4,2.2984586,98.11384,0.0,5.76532,34,31,1.05498,-1
2665,YER182W,893000000000.0,1,1.3606247999999999,0.0,0.0,9.75787,21,33,1.38604,-1
2666,YDL206W,891000000000.0,4,2.2984586,1875.7456,2.0,5.7934,71,60,1.09714,-1
2667,YNL202W,890000000000.0,3,2.0616256999999996,581.5107,0.0,9.13776,28,36,0.70897,-1
2668,YOL068C,890000000000.0,8,2.8883598,3514.04,4.8333335,8.72467,58,66,0.72295,-1
2669,YHR209W,890000000000.0,2,1.7594741999999999,194.34523000000002,0.0,5.7431,39,35,1.8196,-1
2670,YER149C,889000000000.0,9,2.9841056,18546.576,0.25,5.39435,69,55,0.66408,-1
2671,YBR117C,886000000000.0,3,2.0616256999999996,1266.9235,0.0,5.75226,82,68,1.24066,-1
2672,YDR440W,886000000000.0,2,1.7594743999999998,157.94461,0.0,9.15363,68,85,0.74773,-1
2673,YEL061C,879000000000.0,7,2.7769976,7542.3467,0.0,8.21796,125,129,0.34776,-1
2674,YGR032W,879000000000.0,5,2.48909,720.68744,0.0,6.58807,193,184,1.6566900000000002,-1
2675,YMR264W,876000000000.0,15,3.359922,13140.685,2.857143,6.2218599999999995,26,24,0.37804,-1
2676,YBR058C,871000000000.0,10,3.0672333,6477.9004,0.0,5.08392,106,77,1.12418,-1
2677,YDL191W,870000000000.0,5,2.4890897,85.135284,1.5,10.58344,10,33,0.43746999999999997,-1
2678,YGL141W,870000000000.0,2,1.7594741999999999,69.62505999999999,0.0,6.04547,127,117,1.03004,-1
2679,YGR263C,870000000000.0,4,2.2984583,3015.4111,0.0,7.16522,42,42,1.14225,-1
2680,YAR064W,869000000000.0,2,1.7594743999999998,1207.0012,0.0,8.5401,9,12,0.8398700000000001,-1
2681,YER045C,867000000000.0,5,2.4890897,7918.840999999999,0.0,8.274230000000001,44,47,0.62922,-1
2682,YOL142W,854000000000.0,6,2.6458201,275.63678,2.8,5.55377,28,25,0.68892,-1
2683,YDR166C,854000000000.0,3,2.0616256999999996,232.445,1.0,5.6311599999999995,118,105,0.9314100000000001,-1
2684,YBL046W,847000000000.0,4,2.2984586,209.19217,1.3333334,4.257630000000001,108,49,0.6641100000000001,-1
2685,YGR089W,845000000000.0,10,3.0672336,2511.248,0.2361111,8.744810000000001,101,111,0.46493999999999996,-1
2686,YGR214W,842000000000.0,2,1.7594741999999999,339.7138,0.0,4.64508,40,22,1.30477,-1
2687,YIR037W,841000000000.0,2,1.7594741999999999,353.7,0.0,8.2951,22,24,0.9546,-1
2688,YML067C,838000000000.0,14,3.3135589999999997,3684.9175,3.6384616000000003,4.75275,50,35,1.28485,-1
2689,YBR027C,837000000000.0,4,2.2984586,1061.0742,0.6666667,9.27448,4,11,1.38888,-1
2690,YBL043W,835000000000.0,2,1.7594743999999998,1092.6302,0.0,4.24835,53,19,0.6913,-1
2691,YDL112W,835000000000.0,4,2.2984586,1080.7137,0.0,5.73822,183,157,1.18321,-1
2692,YGL017W,834000000000.0,1,1.3606247999999999,0.0,0.0,5.92291,67,59,1.52003,-1
2693,YLR439W,834000000000.0,6,2.6458204,3608.2305,0.4,7.2133199999999995,43,43,0.9153399999999999,-1
2694,YNR023W,833000000000.0,8,2.8883598,1206.4922,2.2857144,5.4718599999999995,79,64,0.6049800000000001,-1
2695,YEL070W,832000000000.0,3,2.0616256999999996,1541.8489,0.0,5.77911,66,56,1.23314,-1
2696,YMR152W,830000000000.0,3,2.0616256999999996,2098.7378,0.0,7.63287,44,45,1.52834,-1
2697,YNR059W,830000000000.0,3,2.0616256999999996,531.27277,0.0,8.66962,69,76,1.5331,-1
2698,YLL049W,830000000000.0,5,2.48909,1650.6644,0.5,4.6579,25,17,0.9370799999999999,-1
2699,YPL247C,829000000000.0,2,1.7594741999999999,0.0,2.0,5.57416,51,41,1.45133,-1
2700,YMR280C,829000000000.0,3,2.0616256999999996,500.86368,1.0,9.12982,143,170,0.49949,-1
2701,YDR255C,827000000000.0,3,2.0616256999999996,64.10348499999999,1.0,8.4632,55,60,0.81557,-1
2702,YNL210W,827000000000.0,4,2.2984586,2731.823,0.0,7.0069,32,32,0.35534,-1
2703,YGL149W,825000000000.0,3,2.0616256999999996,858.78534,0.0,9.057310000000001,2,5,0.76042,-1
2704,YHR103W,825000000000.0,5,2.48909,7199.8306,0.5,8.12677,105,108,0.81885,-1
2705,YLR305C,825000000000.0,6,2.6458201,2342.2102,0.0,7.2488399999999995,203,202,0.90543,-1
2706,YJL222W-A,824000000000.0,2,1.7594741999999999,2930.9219,0.0,9.53778,4,13,0.94837,-1
2707,YOR023C,822000000000.0,7,2.7769976,8603.179,0.0,9.419369999999999,58,76,0.42972,-1
2708,YGL157W,821000000000.0,3,2.0616256999999996,2434.9937,0.0,5.61444,44,37,0.6942699999999999,-1
2709,YJR073C,820000000000.0,2,1.7594741999999999,167.55023,0.0,9.11127,14,20,1.44233,-1
2710,YML052W,816000000000.0,2,1.7594743999999998,77.66445,0.0,7.04047,22,22,1.83405,-1
2711,YLR011W,812000000000.0,2,1.7594741999999999,1288.6138,0.0,5.73566,24,20,1.28311,-1
2712,YNL082W,812000000000.0,4,2.2984583,719.6928,0.6666667,5.918880000000001,127,114,0.52861,-1
2713,YER028C,811000000000.0,4,2.2984586,4020.2341,0.0,9.95819,31,51,0.25928,-1
2714,YDR326C,807000000000.0,3,2.0616256999999996,4765.3545,0.0,7.01019,172,169,0.59131,-1
2715,YJL024C,803000000000.0,2,1.7594741999999999,0.0,2.0,4.33014,27,13,0.8524200000000001,-1
2716,YHR123W,803000000000.0,14,3.3135589999999997,8319.839,2.6486012999999997,6.04169,28,23,1.73993,-1
2717,YDR361C,802000000000.0,2,1.7594741999999999,881.6761,0.0,4.69489,59,37,0.63225,-1
2718,YDL233W,802000000000.0,4,2.2984586,5386.804,0.0,8.59332,39,42,0.76189,-1
2719,YCR095C,802000000000.0,5,2.48909,11999.888,0.75,8.62238,48,52,0.9695799999999999,-1
2720,YNL266W,801000000000.0,3,2.0616256999999996,1267.5916,0.0,5.71283,10,9,0.77113,-1
2721,YGL085W,798000000000.0,3,2.0616256999999996,453.7022,0.0,10.019960000000001,26,49,2.27737,-1
2722,YOR198C,796000000000.0,7,2.7769972999999997,3179.3467,0.0,9.18317,84,96,0.19089,-1
2723,YLR170C,796000000000.0,4,2.2984583,108.16318999999999,3.3333333,6.42169,21,20,0.9803299999999999,-1
2724,YOR062C,796000000000.0,3,2.0616256999999996,957.7426,1.0,8.2735,37,39,1.79472,-1
2725,YJR005W,793000000000.0,7,2.7769976,4668.667,1.2333333,6.01361,93,85,0.69022,-1
2726,YPL166W,792000000000.0,1,1.3606247999999999,0.0,0.0,5.055969999999999,36,27,0.9744,-1
2727,YNL063W,792000000000.0,1,1.3606247999999999,0.0,0.0,9.48248,29,44,1.44632,-1
2728,YDR517W,792000000000.0,1,1.3606247999999999,0.0,0.0,5.065980000000001,46,32,0.81508,-1
