,Protein,Subgraph,Degree,Information,Betweenness,Network,isoelectric point,negatively charged particle,positively charged particle,absorbance,Pred_Cluster
244,YOR319W,394000000000000.0,24,3.6345142999999998,19504.867,1.9652174,9.14532,24,30,0.8564299999999999,-1
245,YJR022W,394000000000000.0,75,4.027248999999999,279090.7,12.926041,6.582210000000001,17,17,0.70487,-1
246,YDR398W,389000000000000.0,30,3.7397115,39316.187999999995,0.5847817,4.830509999999999,100,65,1.1485299999999998,-1
247,YEL056W,388000000000000.0,20,3.5367074,14544.681,1.5153508,4.71698,62,31,1.46783,-1
248,YBR274W,384000000000000.0,34,3.7920727999999997,57762.04,2.4313792999999997,5.85919,66,57,1.12636,-1
249,YPL153C,381000000000000.0,36,3.8142917,59619.27,3.540397,7.87897,99,101,0.64788,-1
250,YHR033W,375000000000000.0,20,3.5367074,5144.416,0.42105263,5.71014,51,42,0.7098300000000001,-1
251,YDL097C,375000000000000.0,32,3.7673379999999996,12521.583999999999,15.316033,5.89679,63,56,0.81409,-1
252,YDR328C,374000000000000.0,72,4.018587999999999,163030.86,17.086695000000002,4.34943,48,23,0.9446899999999999,-1
253,YNL182C,370000000000000.0,21,3.5638937999999993,18380.756,2.7226892000000005,5.48785,65,52,0.7215199999999999,-1
254,YIL094C,369000000000000.0,25,3.6550762999999997,15299.751,1.7254901999999999,8.14606,43,45,0.38745999999999997,-1
255,YLR186W,366000000000000.0,19,3.5070434,13548.538999999999,1.0,8.654110000000001,31,35,0.49113,-1
256,YER017C,366000000000000.0,19,3.5070434,24518.852000000003,0.9444444,9.20233,87,100,0.48307,-1
257,YBL056W,366000000000000.0,26,3.6740646,20868.258,1.8378342,4.47711,84,41,0.50067,-1
258,YKL095W,363000000000000.0,38,3.8346567000000005,35665.582,4.0806932,9.41412,43,56,0.38438,-1
259,YKL129C,361000000000000.0,49,3.9192991000000004,85063.26,10.664062,9.3913,144,188,0.9178700000000001,-1
260,YLR314C,359000000000000.0,29,3.7248504000000002,18155.933999999997,4.290336,5.32465,91,72,0.62836,-1
261,YLR097C,358000000000000.0,17,3.4401622000000005,3100.7031,2.3125,7.587339999999999,50,51,1.6691900000000002,-1
262,YIL148W,356000000000000.0,43,3.8779418,90120.414,5.5348287,9.87067,13,27,0.35008,-1
263,YLR216C,351000000000000.0,28,3.7088745000000003,32194.49,2.8062272,5.83575,57,52,0.51662,-1
264,YPL203W,350000000000000.0,44,3.885575,69459.53,10.184402,6.67767,43,41,1.4567299999999999,-1
265,YMR047C,349000000000000.0,152,4.137511,869709.1,15.305178,9.36505,58,75,0.18377000000000002,-1
266,YJL111W,345000000000000.0,23,3.6126745000000002,5610.4956,0.29545453,5.40839,71,60,0.44471000000000005,-1
267,YJL141C,345000000000000.0,34,3.7920727999999997,66890.734,2.126769,8.62225,71,79,1.0113,-1
268,YCR077C,345000000000000.0,37,3.824644,87938.305,3.6459086000000003,6.87213,85,84,0.6020800000000001,-1
269,YDR267C,342000000000000.0,21,3.5638937999999993,24644.92,0.4,4.59808,59,32,2.82072,-1
270,YHL034C,339000000000000.0,34,3.7920727999999997,23531.156000000003,2.0515735,5.48126,54,45,0.13929,-1
271,YOR259C,337000000000000.0,28,3.7088745000000003,12622.767,7.6812606,5.53021,74,63,0.27648,-1
272,YER095W,336000000000000.0,32,3.7673379999999996,41866.3,1.2404203,4.81537,57,37,0.30072,-1
273,YKL182W,335000000000000.0,24,3.6345142999999998,23979.742000000002,0.7826086999999999,5.63593,250,212,0.96531,-1
274,YCL039W,331000000000000.0,24,3.6345142999999998,37843.684,4.271911599999999,5.7537199999999995,85,68,1.20812,-1
275,YAR019C,327000000000000.0,14,3.3135589999999997,2619.1335,4.0,8.02167,100,103,1.00957,-1
276,YHR186C,323000000000000.0,25,3.6550762999999997,14671.708,4.641575,7.905939999999999,164,167,1.16507,-1
277,YER082C,316000000000000.0,49,3.9192991000000004,58354.535,8.670735,9.46002,62,80,0.94005,-1
278,YJL095W,312000000000000.0,58,3.9667227,91897.46,7.503472,9.49725,153,202,0.78487,-1
279,YDR212W,311000000000000.0,27,3.6919663000000003,19288.643,1.3437346000000001,6.08392,73,68,0.21361999999999998,-1
280,YJR062C,310000000000000.0,16,3.4018607000000003,1269.5317,0.53333336,5.087219999999999,65,51,1.14083,-1
281,YDL179W,308000000000000.0,15,3.359922,7878.444,0.85714287,9.65448,24,35,0.98556,-1
282,YHR200W,307000000000000.0,37,3.824644,21505.033,16.595184,4.7265,40,23,0.10438,-1
283,YDR004W,306000000000000.0,17,3.4401622000000005,9922.146999999999,1.0,6.19281,56,52,1.0034100000000001,-1
284,YNL106C,301000000000000.0,21,3.5638937999999993,32531.785,0.6,8.792910000000001,140,154,0.8314,-1
285,YOR261C,300000000000000.0,29,3.7248504000000002,9667.694,10.399409,5.42645,55,45,0.56914,-1
286,YLR074C,296000000000000.0,60,3.975493,99716.555,10.296764,8.98468,21,25,0.8738,-1
287,YOR272W,294000000000000.0,29,3.7248504000000002,24939.115,7.176674,6.47467,59,56,1.16554,-1
288,YLR229C,293000000000000.0,28,3.7088745000000003,20609.291,3.1161346,6.30377,23,22,0.78814,-1
289,YKL145W,291000000000000.0,35,3.80336,14641.458999999999,16.377598000000003,5.32074,78,69,0.6471399999999999,-1
290,YGR103W,291000000000000.0,44,3.885575,30075.512000000002,12.608556,5.48285,113,101,0.7911100000000001,-1
291,YER178W,289000000000000.0,28,3.7088745000000003,43715.335999999996,1.0302052,8.2879,48,51,1.0501200000000002,-1
292,YLR427W,289000000000000.0,35,3.80336,27537.2,1.4083661,8.74884,87,97,0.65189,-1
293,YLL050C,286000000000000.0,25,3.6550762999999997,26393.218999999997,3.171459,5.05206,22,18,1.00971,-1
294,YMR308C,285000000000000.0,59,3.9710984,160811.98,6.9578485,4.61334,148,86,0.8847,-1
295,YHR016C,285000000000000.0,72,4.018587999999999,99655.68,12.679095,7.7464,61,62,1.02011,-1
296,YBR018C,278000000000000.0,22,3.5892177000000003,14200.03,0.6666667,7.210389999999999,42,42,1.45336,-1
297,YEL060C,278000000000000.0,20,3.5367074,12417.79,1.6151316,5.9406099999999995,94,78,0.6014,-1
298,YPR108W,275000000000000.0,26,3.674065,8091.771,13.484603,5.16351,66,54,1.1410799999999999,-1
299,YGL100W,275000000000000.0,30,3.7397115,33566.687999999995,2.0805116000000003,5.31378,50,37,2.05535,-1
300,YDR216W,274000000000000.0,32,3.7673379999999996,54831.574,4.5230613,6.26813,161,147,0.64768,-1
301,YLR310C,274000000000000.0,71,4.015415,190672.9,6.5240254,6.6647300000000005,187,181,0.78458,-1
302,YJL092W,274000000000000.0,20,3.5367074,24582.006,0.84210527,8.86456,163,177,0.61926,-1
303,YAL036C,274000000000000.0,18,3.4751233999999998,13283.185,1.25,8.48212,46,49,0.61203,-1
304,YMR290C,270000000000000.0,29,3.7248504000000002,24100.605,7.0145817,9.37982,57,73,0.47579,-1
305,YML095C,270000000000000.0,24,3.6345142999999998,16792.72,1.5767612,8.86847,23,26,1.0705,-1
306,YBR103W,266000000000000.0,29,3.7248504000000002,45175.63,5.331228299999999,4.81085,75,45,1.50396,-1
307,YNL128W,266000000000000.0,12,3.2047052000000003,5339.8247,0.54545456,6.35516,58,55,1.1830200000000002,-1
308,YOR089C,262000000000000.0,32,3.7673379999999996,32960.0,1.8774374,5.25189,30,24,0.68109,-1
309,YKL078W,258000000000000.0,11,3.140127,561.8307,1.8,9.05511,86,102,0.78446,-1
310,YDR138W,255000000000000.0,17,3.4401622000000005,11380.627,2.3444805,5.18475,124,102,1.11121,-1
311,YFR052W,253000000000000.0,29,3.7248504000000002,9421.1875,13.276670999999999,4.80426,43,29,1.1277,-1
312,YKL130C,252000000000000.0,28,3.7088745000000003,65395.16,0.78161377,4.85883,39,26,0.9709399999999999,-1
313,YGL116W,252000000000000.0,21,3.5638937999999993,12158.212,1.7020202000000002,8.99945,62,73,1.27065,-1
314,YJR007W,248000000000000.0,23,3.6126745000000002,11288.156,4.907738,4.9433,57,43,0.8927799999999999,-1
315,YER081W,248000000000000.0,96,4.0739849999999995,515188.34,0.9495437,5.35785,49,36,0.742,-1
316,YKL085W,247000000000000.0,24,3.6345142999999998,7124.7480000000005,1.0236034,8.4577,37,39,0.12889,-1
317,YHR196W,247000000000000.0,18,3.4751233999999998,5745.644,0.8613445,4.7500599999999995,102,66,0.9823700000000001,-1
318,YLR340W,246000000000000.0,23,3.6126745000000002,29714.615,0.9357863999999999,4.7500599999999995,44,28,0.56085,-1
319,YMR246W,246000000000000.0,18,3.4751233999999998,12379.188,2.3836458,6.13287,88,81,1.28452,-1
320,YKL108W,246000000000000.0,22,3.5892177000000003,16317.625,1.4218975,9.05511,75,83,0.5002800000000001,-1
321,YOR125C,246000000000000.0,13,3.2621105,11678.553,0.0,7.81451,25,26,1.0478,-1
322,YPR016C,245000000000000.0,52,3.9367256,76168.914,16.763258,4.53705,30,15,0.3568,-1
323,YOR375C,244000000000000.0,18,3.4751233999999998,5535.581999999999,0.3529412,5.5567,53,47,1.2519799999999999,-1
324,YFR030W,244000000000000.0,14,3.3135589999999997,6269.4683,0.30769232,5.15399,135,105,0.92635,-1
325,YMR022W,244000000000000.0,14,3.3135589999999997,5513.991999999999,0.96503496,5.05548,21,16,1.23298,-1
326,YJL076W,242000000000000.0,34,3.7920727999999997,37162.727,7.637321000000001,7.562069999999999,165,166,0.21505,-1
327,YNL317W,240000000000000.0,26,3.6740646,12185.973999999998,8.3207035,8.31293,49,52,1.60351,-1
328,YFR024C-A,238000000000000.0,86,4.054494999999999,233972.92,7.7406254,7.6574100000000005,59,60,0.99192,-1
329,YDR214W,238000000000000.0,16,3.4018607000000003,12606.361,0.6666667,7.024719999999999,45,45,1.28807,-1
330,YNL090W,238000000000000.0,16,3.4018607000000003,8615.151,0.4047619,5.3537,29,25,1.0326600000000001,-1
331,YHR120W,237000000000000.0,10,3.0672333,4743.098,0.6666667,8.90582,116,131,0.7219800000000001,-1
332,YDR306C,235000000000000.0,16,3.4018607000000003,13323.847,1.3333334,8.80109,50,60,1.23824,-1
333,YHR199C,234000000000000.0,21,3.5638937999999993,21758.09,0.96666664,9.13531,34,42,0.89145,-1
334,YFR004W,233000000000000.0,29,3.7248504000000002,11381.635,12.921548,5.81354,42,36,0.91648,-1
335,YDR369C,231000000000000.0,15,3.359922,15932.283000000001,0.9861110999999999,8.41156,115,120,0.6692899999999999,-1
336,YDR155C,230000000000000.0,29,3.7248504000000002,45642.594000000005,3.0276053,6.897889999999999,17,17,0.7590399999999999,-1
337,YBR088C,229000000000000.0,26,3.6740646,34310.266,2.9315019,4.44147,46,26,0.22341,-1
338,YKR055W,228000000000000.0,19,3.5070434,10952.067,0.3561508,6.23883,33,31,0.8280200000000001,-1
339,YDR092W,227000000000000.0,16,3.4018607000000003,15857.623,1.4833333,5.3087800000000005,24,20,1.46355,-1
340,YOL087C,227000000000000.0,22,3.5892177000000003,7393.789000000001,1.1687173,6.22467,142,129,1.01559,-1
341,YKR081C,227000000000000.0,50,3.9252599999999997,24597.748,20.213099,9.03241,53,60,0.30734,-1
342,YBL049W,223000000000000.0,22,3.5892177000000003,39271.38,3.6365800000000004,9.29999,11,20,1.57194,-1
343,YDL192W,223000000000000.0,23,3.6126745000000002,29487.725,2.2220562000000004,6.75092,21,21,1.7085400000000002,-1
344,YDL013W,221000000000000.0,20,3.5367074,25629.564,0.8133971,6.267519999999999,103,98,0.4594,-1
345,YGR162W,221000000000000.0,41,3.8617712999999996,50709.793,5.500308,5.79889,159,145,0.68413,-1
346,YER100W,220000000000000.0,23,3.6126745000000002,21516.202999999998,0.67045456,5.80548,34,30,1.11071,-1
347,YKL161C,219000000000000.0,20,3.5367074,8037.391,2.7894737999999997,5.87445,54,43,0.9838399999999999,-1
348,YHR197W,219000000000000.0,44,3.885575,95291.59,8.771851,5.44562,105,83,0.6511,-1
349,YBR200W,217000000000000.0,66,3.998817,203636.75,4.440676,8.70624,67,73,0.98661,-1
350,YOR341W,215000000000000.0,24,3.6345142999999998,13746.2705,6.503101,6.648619999999999,216,209,0.6836899999999999,-1
351,YIL106W,215000000000000.0,29,3.7248504000000002,42438.082,1.6255952,6.1182300000000005,30,25,1.0112299999999999,-1
352,YML016C,215000000000000.0,23,3.6126745000000002,32967.9,4.283571,8.50665,77,83,0.72629,-1
353,YJR109C,215000000000000.0,15,3.359922,3725.4243,1.1964285,5.1845099999999995,147,116,0.8952600000000001,-1
354,YOR117W,215000000000000.0,27,3.6919663000000003,12555.501,6.851509,4.9320699999999995,73,57,0.30183000000000004,-1
355,YHR052W,213000000000000.0,36,3.8142917,16406.32,10.183255,8.80145,57,62,0.54186,-1
356,YOR386W,211000000000000.0,10,3.0672333,10327.417,0.22222222,9.218689999999999,60,78,2.0417799999999997,-1
357,YOR229W,211000000000000.0,18,3.4751233999999998,20422.428,1.3982906000000002,4.83539,71,46,1.11876,-1
358,YPL151C,210000000000000.0,22,3.5892177000000003,17801.486,2.5764194,6.76788,57,55,1.6373799999999998,-1
359,YML058W,208000000000000.0,23,3.6126745000000002,32896.473,0.83549786,4.72467,14,9,0.72714,-1
360,YDR480W,204000000000000.0,22,3.5892177000000003,30489.557,3.0614035,6.8714,45,44,0.95488,-1
361,YNL085W,204000000000000.0,16,3.4018607000000003,2426.649,0.93333334,5.43915,97,80,0.9659399999999999,-1
362,YKR048C,203000000000000.0,37,3.824644,52168.43,2.7468367000000002,4.23102,99,42,0.78105,-1
363,YCL028W,202000000000000.0,22,3.5892177000000003,19453.17,1.1380953,6.13251,16,13,0.5599,-1
364,YJL187C,201000000000000.0,34,3.7920727999999997,60709.418,5.298334,5.86273,111,95,0.86301,-1
365,YDR188W,200000000000000.0,18,3.4751233999999998,2798.7122,0.5622172,5.59515,75,66,0.37573,-1
366,YDR113C,199000000000000.0,12,3.2047052000000003,18494.92,1.0909091,4.85675,68,49,0.32350999999999996,-1
367,YBR126C,198000000000000.0,29,3.7248504000000002,97110.016,2.5322802,5.71381,59,47,1.54576,-1
368,YOL100W,196000000000000.0,15,3.359922,7818.9126,0.0,9.64996,112,167,0.64291,-1
369,YER075C,195000000000000.0,13,3.2621105,5478.065,0.6666667,7.07123,102,101,0.72993,-1
370,YOR027W,194000000000000.0,20,3.5367074,6471.7104,2.5165412,5.44867,97,84,0.8168,-1
371,YIL131C,194000000000000.0,34,3.7920727999999997,58029.08,2.8231732999999997,8.462589999999999,48,51,0.96916,-1
372,YNL006W,194000000000000.0,26,3.6740646,23865.463,4.726532499999999,6.02789,36,28,1.8304,-1
373,YCR084C,194000000000000.0,21,3.5638937999999993,32449.808999999997,1.4722222,5.43231,79,63,0.81315,-1
374,YLR233C,194000000000000.0,34,3.7920727999999997,53350.832,1.1557937,9.39825,76,103,1.01315,-1
375,YER059W,193000000000000.0,19,3.5070434,32098.882999999998,1.7284493000000003,5.8266,51,45,0.51067,-1
376,YER066C-A,193000000000000.0,12,3.2047052000000003,1450.668,0.90909094,9.53363,9,19,1.4692,-1
377,YGR173W,193000000000000.0,13,3.2621105,22825.39,0.0,8.71539,48,53,0.7922100000000001,-1
378,YJL014W,193000000000000.0,19,3.5070434,3509.922,0.0,5.8162199999999995,74,67,0.60012,-1
379,YJL069C,192000000000000.0,35,3.80336,42892.562000000005,5.9001503,4.84052,88,54,1.1758,-1
380,YIL147C,192000000000000.0,13,3.2621105,20314.045,1.5,7.067810000000001,137,136,0.5435800000000001,-1
381,YGR090W,192000000000000.0,59,3.9710984,93945.18,14.972004,8.60516,137,147,0.80028,-1
382,YDR228C,191000000000000.0,24,3.6345142999999998,35797.53,4.0319166,7.88678,72,74,0.9323,-1
383,YER118C,190000000000000.0,72,4.018587999999999,306635.75,5.3102145,5.41046,37,30,1.63063,-1
384,YDL220C,189000000000000.0,19,3.5070434,16330.851999999999,2.3888887999999997,6.14484,117,107,0.63125,-1
385,YDL025C,189000000000000.0,23,3.6126745000000002,20723.183999999997,2.5522728,8.4118,71,75,0.6562600000000001,-1
386,YDR488C,189000000000000.0,16,3.4018607000000003,35132.09,0.4,5.21783,74,58,1.3063200000000001,-1
387,YDR129C,189000000000000.0,14,3.3135589999999997,2274.2083,2.1880342999999995,5.30316,92,74,0.9250200000000001,-1
388,YDR030C,185000000000000.0,13,3.2621105,1160.0552,0.33333334,6.49176,66,64,1.23768,-1
389,YLR238W,185000000000000.0,11,3.140127,5893.7285,3.4,9.1358,61,72,0.31456,-1
390,YOR119C,183000000000000.0,60,3.975493,123055.625,16.562908,6.1286,88,81,0.66222,-1
391,YLR423C,182000000000000.0,72,4.018587999999999,294122.2,6.5886307,4.9688099999999995,72,57,0.82991,-1
392,YCL037C,181000000000000.0,27,3.6919663000000003,15734.795,1.1790293,8.87885,46,50,0.7057899999999999,-1
393,YEL030W,180000000000000.0,18,3.4751233999999998,4465.387,0.9411765,5.934019999999999,89,84,0.30578,-1
394,YFL045C,180000000000000.0,14,3.3135593,6037.0923,0.15384616,5.13556,41,32,0.85282,-1
395,YCR014C,180000000000000.0,12,3.2047052000000003,12087.184,0.55454546,8.27936,89,94,1.15984,-1
396,YBR247C,179000000000000.0,35,3.80336,29706.014,10.175691,4.825740000000001,91,62,0.8629600000000001,-1
397,YHL030W,179000000000000.0,21,3.5638937999999993,8244.025,4.308823599999999,6.15533,211,199,0.78371,-1
398,YNL053W,178000000000000.0,16,3.4018607000000003,8082.465,1.7095238000000001,6.715389999999999,54,52,0.56938,-1
399,YBL085W,176000000000000.0,67,4.0023093,183597.89,4.5947747,9.13397,115,132,0.66097,-1
400,YLR447C,176000000000000.0,95,4.072236,383737.53,2.185616,4.47882,52,27,1.35812,-1
401,YDR076W,173000000000000.0,9,2.9841056,324.71393,0.5,6.3659099999999995,53,51,0.63205,-1
402,YGR086C,173000000000000.0,17,3.4401622000000005,13383.815,0.25,4.54095,70,40,0.89651,-1
403,YPL093W,173000000000000.0,39,3.8440123,28578.846,6.1363650000000005,8.91376,98,108,0.61397,-1
404,YLR347C,172000000000000.0,60,3.975493,94693.86,10.3220825,4.51556,107,62,0.9141100000000001,-1
405,YHR166C,171000000000000.0,25,3.6550762999999997,27492.264,8.780924,5.29071,91,75,1.50985,-1
406,YJL005W,171000000000000.0,19,3.5070434,14833.382,2.3761904,6.882999999999999,243,237,0.6603600000000001,-1
407,YOR005C,169000000000000.0,23,3.6126745000000002,32378.24,3.0074042999999997,8.64825,123,135,1.11917,-1
408,YDR499W,168000000000000.0,16,3.4018607000000003,7939.0225,0.6909090999999999,5.69891,107,91,0.70617,-1
409,YGL115W,168000000000000.0,28,3.7088745000000003,35869.785,3.9332805,5.51605,41,36,0.6151,-1
410,YNL055C,167000000000000.0,19,3.5070434,12978.561000000002,0.6736111,7.700010000000001,23,24,0.76147,-1
411,YML112W,167000000000000.0,13,3.2621105,12987.68,1.5833334,5.88055,43,36,1.20286,-1
412,YER103W,166000000000000.0,21,3.5638937999999993,34994.84,0.6,5.0311900000000005,98,78,0.33926999999999996,-1
413,YBL021C,166000000000000.0,12,3.2047052000000003,13905.303999999998,0.7613635999999999,4.77679,23,15,0.73265,-1
414,YKL139W,165000000000000.0,21,3.5638937999999993,24444.014,1.8166667,9.50189,51,74,1.01636,-1
415,YLR295C,165000000000000.0,125,4.113825299999999,763308.8,4.43711,4.62994,23,13,1.10386,-1
416,YPR154W,165000000000000.0,76,4.030012999999999,247815.19,0.69225043,6.82172,15,15,1.04233,-1
417,YBL045C,165000000000000.0,17,3.4401622000000005,17989.223,1.5386904,6.77521,47,46,1.00633,-1
418,YPL043W,165000000000000.0,41,3.8617712999999996,13331.944,11.155355,9.11603,122,138,0.4514,-1
419,YKL189W,164000000000000.0,12,3.2047052000000003,5100.4233,0.54545456,8.643130000000001,44,49,0.73638,-1
420,YNL025C,162000000000000.0,35,3.80336,77157.02,3.7470498,6.66705,33,31,1.75164,-1
421,YDR419W,162000000000000.0,11,3.140127,388.76636,0.2,8.52545,83,91,1.04084,-1
422,YNL271C,161000000000000.0,20,3.5367074,25407.676,3.194152,6.13055,285,265,0.54095,-1
423,YHR188C,161000000000000.0,20,3.5367074,52643.355,1.8795546000000003,5.13434,72,52,1.10934,-1
424,YNR016C,161000000000000.0,18,3.4751233999999998,23011.367000000002,1.0959383,5.8891,296,259,0.9379700000000001,-1
425,YPR160W,160000000000000.0,18,3.4751233999999998,6545.2563,0.92323977,5.41107,127,103,1.4308100000000001,-1
426,YNL183C,159000000000000.0,22,3.5892177000000003,12966.431999999999,2.3412735000000002,8.60773,73,80,0.6545,-1
427,YOL128C,158000000000000.0,16,3.4018607000000003,22356.053,0.34285715,7.187189999999999,44,44,0.88207,-1
428,YMR032W,157000000000000.0,69,4.009136,210498.16,6.992141999999999,9.1236,84,96,0.8832700000000001,-1
429,YLL026W,157000000000000.0,20,3.5367074,16718.754,0.6512531,5.30914,150,124,0.32861999999999997,-1
430,YPL194W,156000000000000.0,14,3.3135589999999997,21169.785,1.9692308,6.18353,87,81,0.69405,-1
431,YAR014C,156000000000000.0,65,3.9952669999999997,155784.61,4.072131,4.34247,151,69,0.67947,-1
432,YJR017C,156000000000000.0,25,3.6550762999999997,19388.512,0.67777777,8.84906,26,29,1.09356,-1
433,YJR053W,155000000000000.0,15,3.359922,11535.925,1.8571428,5.62421,96,84,0.73049,-1
434,YLR148W,155000000000000.0,19,3.5070434,33802.59,3.8230160000000004,6.50787,118,113,1.31996,-1
435,YMR066W,155000000000000.0,26,3.6740646,20983.08,0.48545456,8.6955,116,126,0.81382,-1
436,YMR226C,154000000000000.0,12,3.2047052000000003,4010.2927,0.36363637,6.3465,33,32,0.31089,-1
437,YJR072C,154000000000000.0,13,3.2621105,12821.253999999999,0.16666667,4.75018,60,44,0.78946,-1
438,YKL210W,153000000000000.0,16,3.4018607000000003,15018.531,1.0833334,4.965269999999999,152,112,0.62574,-1
439,YMR116C,153000000000000.0,25,3.6550762999999997,30880.588,2.2186508,5.79657,34,29,2.0451099999999998,-1
440,YDL155W,153000000000000.0,33,3.7799404,50832.08,4.799826,5.173769999999999,67,45,1.56453,-1
441,YPL049C,151000000000000.0,20,3.5367074,22454.678,3.0266917,8.61737,49,52,0.70843,-1
442,YBR011C,150000000000000.0,21,3.5638937999999993,15628.908000000001,0.6467033,5.36371,43,35,1.53301,-1
