Level1,IC,LAC,Nor(IC),Nor(LAC),Nor(IC)*Nor(LAC)
YKR091W,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YGR167W,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YCR020C-A,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YOR227W,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YDR175C,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YIL160C,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YER099C,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YGR004W,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YMR313C,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YDR082W,2.2984586,1,-0.129655784,-0.000211692,2.74E-05
YEL062W,2.6458201,1,-0.006851828,-0.000211692,1.45E-06
YDL161W,2.6458201,1,-0.006851828,-0.000211692,1.45E-06
YIL022W,2.6458201,1,-0.006851828,-0.000211692,1.45E-06
YDR037W,2.6458204,1,-0.006851722,-0.000211692,1.45E-06
YPL152W,2.6458204,1,-0.006851722,-0.000211692,1.45E-06
YER151C,2.6458204,1,-0.006851722,-0.000211692,1.45E-06
YIL120W,2.6458204,1,-0.006851722,-0.000211692,1.45E-06
YCR028C-A,2.6458204,1,-0.006851722,-0.000211692,1.45E-06
YOL016C,2.6458204,1,-0.006851722,-0.000211692,1.45E-06
YDR022C,2.6458204,1,-0.006851722,-0.000211692,1.45E-06
YBR025C,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YNR032W,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YEL036C,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YER093C,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YHR115C,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YPL249C,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YGL129C,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YFR008W,2.8883598,1,0.078894101,-0.000211692,-1.67E-05
YDR150W,3.0672336,1,0.142131996,-0.000211692,-3.01E-05
YCL014W,3.2047052,1,0.190732823,-0.000211692,-4.04E-05
YOL018C,3.2047052,1,0.190732823,-0.000211692,-4.04E-05
YOR127W,3.2047052,1,0.190732823,-0.000211692,-4.04E-05
YDL159W,3.313559,1,0.229216297,-0.000211692,-4.85E-05
YIL105C,3.3135593,1,0.229216403,-0.000211692,-4.85E-05
YAL029C,3.4018607,1,0.260433913,-0.000211692,-5.51E-05
YAL036C,3.4751234,1,0.286334738,-0.000211692,-6.06E-05
YKL108W,3.5892177,1,0.326670905,-0.000211692,-6.92E-05
YER155C,3.6345143,1,0.342684774,-0.000211692,-7.25E-05
YBR288C,3.7088745,1,0.368973602,-0.000211692,-7.81E-05
YOL126C,3.7088745,1,0.368973602,-0.000211692,-7.81E-05
YNR001C,3.7397115,1,0.379875517,-0.000211692,-8.04E-05
YHR169W,3.7397115,1,0.379875517,-0.000211692,-8.04E-05
YER095W,3.767338,1,0.389642412,-0.000211692,-8.25E-05
YER043C,3.8530462,1,0.419943139,-0.000211692,-8.89E-05
YNL225C,2.6458204,1.3333334,-0.006851722,0.022412745,-0.000153566
YLR190W,2.6458204,1.3333334,-0.006851722,0.022412745,-0.000153566
YLL005C,2.6458204,1.3333334,-0.006851722,0.022412745,-0.000153566
YBR091C,2.6458204,1.6666666,-0.006851722,0.04503717,-0.000308582
YKR039W,2.6458204,1.6666666,-0.006851722,0.04503717,-0.000308582
YPR185W,2.7769973,0.85714287,0.039523717,-0.009907877,-0.000391596
YBR094W,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YOR158W,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YLR163C,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YMR092C,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YBR176W,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YDR337W,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YJR005W,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YPR194C,2.7769976,0.85714287,0.039523823,-0.009907877,-0.000391597
YLR267W,2.6458204,2,-0.006851722,0.067661608,-0.000463599
YAL055W,2.6458204,2,-0.006851722,0.067661608,-0.000463599
YDL246C,2.6458201,2,-0.006851828,0.067661608,-0.000463606
YMR096W,2.6458201,2,-0.006851828,0.067661608,-0.000463606
YLR350W,2.6458204,2.3333333,-0.006851722,0.090286039,-0.000618615
YPR036W,2.6458201,2.3333333,-0.006851828,0.090286039,-0.000618624
YDR265W,2.6458204,2.6666667,-0.006851722,0.112910477,-0.000773631
YNL071W,3.8617713,0.9756098,0.423027755,-0.001867136,-0.00078985
YGR108W,2.48909,1.2,-0.062261182,0.013362968,-0.000831994
YBR267W,2.48909,1.2,-0.062261182,0.013362968,-0.000831994
YLR210W,2.48909,1.2,-0.062261182,0.013362968,-0.000831994
YJR032W,2.48909,1.2,-0.062261182,0.013362968,-0.000831994
YJR058C,2.48909,1.2,-0.062261182,0.013362968,-0.000831994
YGR084C,2.48909,1.2,-0.062261182,0.013362968,-0.000831994
YDL191W,2.4890897,1.2,-0.062261288,0.013362968,-0.000831996
YJR075W,2.4890897,1.2,-0.062261288,0.013362968,-0.000831996
YGL178W,2.9841056,0.8888889,0.112743456,-0.00775317,-0.000874119
YHR161C,2.9841056,0.8888889,0.112743456,-0.00775317,-0.000874119
YHR216W,2.9841056,0.8888889,0.112743456,-0.00775317,-0.000874119
YML001W,2.9841056,0.8888889,0.112743456,-0.00775317,-0.000874119
YCL037C,3.6919663,0.962963,0.362995985,-0.002725516,-0.000989351
YML016C,3.6126745,0.95652175,0.334963671,-0.003162705,-0.001059391
YFL062W,3.5638938,0.95238096,0.317718056,-0.003443754,-0.001094143
YLR186W,3.5070434,0.94736844,0.29761953,-0.00378397,-0.001126183
YDR004W,3.4401622,0.9411765,0.27397478,-0.004204238,-0.001151855
YKR054C,2.7769973,0.5714286,0.039523717,-0.029300248,-0.001158055
YHR129C,2.7769973,0.5714286,0.039523717,-0.029300248,-0.001158055
YNL176C,2.7769976,0.5714286,0.039523823,-0.029300248,-0.001158058
YOL030W,2.7769976,0.5714286,0.039523823,-0.029300248,-0.001158058
YGL121C,2.7769976,0.5714286,0.039523823,-0.029300248,-0.001158058
YMR203W,2.7769976,0.5714286,0.039523823,-0.029300248,-0.001158058
YPL105C,2.7769976,0.5714286,0.039523823,-0.029300248,-0.001158058
YMR024W,2.7769976,0.5714286,0.039523823,-0.029300248,-0.001158058
YML130C,2.7769976,0.5714286,0.039523823,-0.029300248,-0.001158058
YGR268C,3.359922,0.93333334,0.245607174,-0.004736579,-0.001163338
YPL174C,3.359922,0.93333334,0.245607174,-0.004736579,-0.001163338
YPL031C,3.9367256,0.96153843,0.449526617,-0.002822206,-0.001268657
YKR028W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YER023W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YOR075W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YIL050W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YIL118W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YKL101W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YPR020W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YKL067W,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YGR037C,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YDR194C,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YKL011C,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YJR113C,2.8883598,0.75,0.078894101,-0.017180018,-0.001355402
YBR109C,4.049944,0.95238096,0.489553124,-0.003443754,-0.0016859
YOR285W,2.7769973,0.2857143,0.039523717,-0.04869262,-0.001924513
YHL018W,2.7769973,0.2857143,0.039523717,-0.04869262,-0.001924513
YER063W,2.7769973,0.2857143,0.039523717,-0.04869262,-0.001924513
YGR130C,2.7769973,0.2857143,0.039523717,-0.04869262,-0.001924513
YLR309C,2.7769973,0.2857143,0.039523717,-0.04869262,-0.001924513
YML121W,2.7769973,0.2857143,0.039523717,-0.04869262,-0.001924513
YLR248W,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YLR345W,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YGR196C,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YGL202W,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YER115C,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YJL084C,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YDL214C,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YDR164C,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YPL074W,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YBL102W,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YOL045W,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YBL051C,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YCR098C,2.7769976,0.2857143,0.039523823,-0.04869262,-0.001924519
YNR064C,3.0672336,0.8,0.142131996,-0.013786353,-0.001959482
YDL006W,3.0672336,0.8,0.142131996,-0.013786353,-0.001959482
YLR324W,3.0672336,0.8,0.142131996,-0.013786353,-0.001959482
YKL085W,3.6345143,0.9166667,0.342684774,-0.005867799,-0.002010805
YOL082W,3.5892177,0.90909094,0.326670905,-0.00638199,-0.002084811
YBL049W,3.5892177,0.90909094,0.326670905,-0.00638199,-0.002084811
YOL087C,3.5892177,0.90909094,0.326670905,-0.00638199,-0.002084811
YPR025C,3.2047052,0.8333333,0.190732823,-0.011523911,-0.002197988
YDL052C,3.2047052,0.8333333,0.190732823,-0.011523911,-0.002197988
YER066C-A,3.2047052,0.8333333,0.190732823,-0.011523911,-0.002197988
YEL030W,3.4751234,0.8888889,0.286334738,-0.00775317,-0.002220002
YDR456W,3.4751234,0.8888889,0.286334738,-0.00775317,-0.002220002
YNL116W,3.4018607,0.875,0.260433913,-0.008695855,-0.002264696
YNL085W,3.4018607,0.875,0.260433913,-0.008695855,-0.002264696
YPL255W,3.313559,0.85714287,0.229216297,-0.009907877,-0.002271047
YER031C,3.3135593,0.85714287,0.229216403,-0.009907877,-0.002271048
YJR110W,3.3135593,0.85714287,0.229216403,-0.009907877,-0.002271048
YLL019C,3.824644,0.9189189,0.409902008,-0.005714934,-0.002342563
YDL077C,2.48909,1.6,-0.062261182,0.040512288,-0.002522343
YIR008C,2.48909,1.6,-0.062261182,0.040512288,-0.002522343
YOR247W,2.4890897,1.6,-0.062261288,0.040512288,-0.002522347
YGR078C,2.4890897,1.6,-0.062261288,0.040512288,-0.002522347
YOR109W,2.9841056,0.6666667,0.112743456,-0.022836124,-0.002574624
YCR073C,2.9841056,0.6666667,0.112743456,-0.022836124,-0.002574624
YOL061W,2.9841056,0.6666667,0.112743456,-0.022836124,-0.002574624
YKL061W,2.9841056,0.6666667,0.112743456,-0.022836124,-0.002574624
YDR508C,2.9841056,0.6666667,0.112743456,-0.022836124,-0.002574624
YMR052W,2.9841056,0.6666667,0.112743456,-0.022836124,-0.002574624
YOR198C,2.7769973,0,0.039523717,-0.068084993,-0.002690972
YLR067C,2.7769973,0,0.039523717,-0.068084993,-0.002690972
YNL091W,2.7769973,0,0.039523717,-0.068084993,-0.002690972
YMR257C,2.7769973,0,0.039523717,-0.068084993,-0.002690972
YHR128W,2.7769973,0,0.039523717,-0.068084993,-0.002690972
YGR080W,2.7769973,0,0.039523717,-0.068084993,-0.002690972
YPL051W,2.7769973,0,0.039523717,-0.068084993,-0.002690972
YOL130W,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YBR082C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YJL070C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YKR092C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YER158C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YLR457C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YOL102C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YLR214W,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YEL042W,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YCR021C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YEL061C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YMR147W,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YOR037W,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YPR048W,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YBR093C,2.7769976,0,0.039523823,-0.068084993,-0.002690979
YGR087C,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YHR077C,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YGR048W,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YHR171W,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YKL146W,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YLR207W,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YMR102C,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YDL181W,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YML126C,2.8883598,0.5,0.078894101,-0.034148343,-0.002694103
YJL052W,3.885575,0.90909094,0.431443163,-0.00638199,-0.002753466
YOL054W,3.6919663,0.8888889,0.362995985,-0.00775317,-0.002814369
YNL154C,3.140127,0.72727275,0.167902261,-0.018722591,-0.003143565
YLR378C,3.140127,0.72727275,0.167902261,-0.018722591,-0.003143565
YKL126W,3.140127,0.72727275,0.167902261,-0.018722591,-0.003143565
YPL094C,3.140127,0.72727275,0.167902261,-0.018722591,-0.003143565
YML006C,3.140127,0.72727275,0.167902261,-0.018722591,-0.003143565
YER047C,3.140127,0.72727275,0.167902261,-0.018722591,-0.003143565
YHR060W,3.140127,0.72727275,0.167902261,-0.018722591,-0.003143565
YFL018C,3.9192986,0.8979592,0.443365588,-0.007137538,-0.003164539
YDL220C,3.5070434,0.84210527,0.29761953,-0.010928529,-0.003252544
YMR216C,3.2621105,0.7692308,0.211027524,-0.01587476,-0.003350011
YGR267C,3.2621105,0.7692308,0.211027524,-0.01587476,-0.003350011
YPR105C,3.2621105,0.7692308,0.211027524,-0.01587476,-0.003350011
YPR017C,3.359922,0.8,0.245607174,-0.013786353,-0.003386027
YDL179W,3.359922,0.8,0.245607174,-0.013786353,-0.003386027
YGL245W,3.7088745,0.85714287,0.368973602,-0.009907877,-0.003655745
YML124C,3.824644,0.8648649,0.409902008,-0.009383758,-0.003846421
YGR239C,3.0672333,0.6,0.14213189,-0.027361013,-0.003888872
YOR370C,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YDL203C,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YGR054W,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YGR163W,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YPR173C,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YOR303W,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YBR203W,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YDR497C,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YML111W,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YOR324C,2.8883598,0.25,0.078894101,-0.051116668,-0.004032804
YBL038W,3.5892177,0.8181818,0.326670905,-0.012552294,-0.004100469
YHR012W,2.48909,2,-0.062261182,0.067661608,-0.004212692
YJL092W,3.5367074,0.8,0.30810675,-0.013786353,-0.004247668
YDL113C,2.9841056,0.44444445,0.112743456,-0.037919081,-0.004275128
YNL005C,2.9841056,0.44444445,0.112743456,-0.037919081,-0.004275128
YDL230W,2.9841056,0.44444445,0.112743456,-0.037919081,-0.004275128
YDR271C,2.9841056,0.44444445,0.112743456,-0.037919081,-0.004275128
YOR302W,2.9841056,0.44444445,0.112743456,-0.037919081,-0.004275128
YDR076W,2.9841056,0.44444445,0.112743456,-0.037919081,-0.004275128
YMR108W,3.7539134,0.83870965,0.384896366,-0.011159001,-0.004295059
YJR083C,3.2047052,0.6666667,0.190732823,-0.022836124,-0.004355598
YIL018W,3.2047052,0.6666667,0.190732823,-0.022836124,-0.004355598
YMR294W,3.2047052,0.6666667,0.190732823,-0.022836124,-0.004355598
YGR009C,3.2047052,0.6666667,0.190732823,-0.022836124,-0.004355598
YBL021C,3.2047052,0.6666667,0.190732823,-0.022836124,-0.004355598
YDL206W,2.2984586,1.5,-0.129655784,0.033724958,-0.004372636
YDL019C,2.2984586,1.5,-0.129655784,0.033724958,-0.004372636
YMR322C,2.2984586,1.5,-0.129655784,0.033724958,-0.004372636
YPR160W,3.4751234,0.7777778,0.286334738,-0.015294647,-0.004379389
YHR196W,3.4751234,0.7777778,0.286334738,-0.015294647,-0.004379389
YBR126C,3.7248504,0.82758623,0.374621619,-0.011913984,-0.004463236
YOL113W,3.313559,0.71428573,0.229216297,-0.019604063,-0.004493571
YPL111W,3.313559,0.71428573,0.229216297,-0.019604063,-0.004493571
YDR170C,3.6919663,0.8148148,0.362995985,-0.012780823,-0.004639387
YBR216C,2.0616257,1.3333334,-0.213384167,0.022412745,-0.004782525
YLR224W,2.0616257,1.3333334,-0.213384167,0.022412745,-0.004782525
YOL013C,2.0616257,1.3333334,-0.213384167,0.022412745,-0.004782525
YHR068W,2.0616257,1.3333334,-0.213384167,0.022412745,-0.004782525
YHR199C,3.5638938,0.7619048,0.317718056,-0.016371999,-0.00520168
YCR084C,3.5638938,0.7619048,0.317718056,-0.016371999,-0.00520168
YFR016C,3.140127,0.54545456,0.167902261,-0.031063192,-0.00521558
YHR023W,3.140127,0.54545456,0.167902261,-0.031063192,-0.00521558
YNR047W,3.140127,0.54545456,0.167902261,-0.031063192,-0.00521558
YDR075W,3.7397115,0.8,0.379875517,-0.013786353,-0.005237098
YMR139W,3.824644,0.8108108,0.409902008,-0.013052588,-0.005350282
YFL017C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YML117W,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YOR177C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YKL010C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YCR099C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YDL012C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YLR446W,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YBL076C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YMR243C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YBR044C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YNR019W,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YHR019C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YCL063W,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YNR058W,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YOL020W,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YDL044C,2.8883598,0,0.078894101,-0.068084993,-0.005371504
YPL259C,3.885575,0.8181818,0.431443163,-0.012552294,-0.005415601
YJL088W,3.9667227,0.82758623,0.4601316,-0.011913984,-0.005482001
YOR036W,3.4401622,0.7058824,0.27397478,-0.020174425,-0.005527284
YLL024C,3.2621105,0.61538464,0.211027524,-0.026316806,-0.00555357
YNL032W,3.2621105,0.61538464,0.211027524,-0.026316806,-0.00555357
YER075C,3.2621105,0.61538464,0.211027524,-0.026316806,-0.00555357
YGR184C,3.2621105,0.61538464,0.211027524,-0.026316806,-0.00555357
YDR369C,3.359922,0.6666667,0.245607174,-0.022836124,-0.005608716
YAL047C,3.359922,0.6666667,0.245607174,-0.022836124,-0.005608716
YBR155W,3.359922,0.6666667,0.245607174,-0.022836124,-0.005608716
YPL061W,3.9192991,0.81632656,0.443365764,-0.012678215,-0.005621086
YGR014W,3.0672333,0.4,0.14213189,-0.040935673,-0.005818265
YDR353W,3.0672333,0.4,0.14213189,-0.040935673,-0.005818265
YDR382W,3.0672333,0.4,0.14213189,-0.040935673,-0.005818265
YCR012W,3.0672333,0.4,0.14213189,-0.040935673,-0.005818265
YDR229W,3.0672336,0.4,0.142131996,-0.040935673,-0.005818269
YNL014W,3.0672336,0.4,0.142131996,-0.040935673,-0.005818269
YKL182W,3.6345143,0.75,0.342684774,-0.017180018,-0.00588733
YJL029C,2.4890897,2.4,-0.062261288,0.094810928,-0.00590305
YGL223C,2.4890897,2.4,-0.062261288,0.094810928,-0.00590305
YLR109W,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YPR180W,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YPR015C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YNL258C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YDL081C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YDR266C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YER149C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YGR192C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YOR201C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YDL154W,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YDR084C,2.9841056,0.22222222,0.112743456,-0.053002037,-0.005975633
YGL212W,3.5892177,0.72727275,0.326670905,-0.018722591,-0.006116126
YDL013W,3.5367074,0.7,0.30810675,-0.020573683,-0.00633889
YOR133W,3.5367074,0.7,0.30810675,-0.020573683,-0.00633889
YLR233C,3.7920728,0.7647059,0.398386995,-0.01618188,-0.00644665
YNL311C,3.6919663,0.7407407,0.362995985,-0.017808477,-0.006464406
YNL128W,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YHR064C,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YJL153C,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YMR124W,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YKL189W,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YBR205W,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YML038C,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YCR014C,3.2047052,0.5,0.190732823,-0.034148343,-0.00651321
YDR214W,3.4018607,0.625,0.260433913,-0.02566418,-0.006683823
YLR241W,3.4018607,0.625,0.260433913,-0.02566418,-0.006683823
YER136W,3.4018607,0.625,0.260433913,-0.02566418,-0.006683823
YGR295C,3.4018607,0.625,0.260433913,-0.02566418,-0.006683823
YMR159C,3.313559,0.5714286,0.229216297,-0.029300248,-0.006716094
YHR020W,3.6550763,0.72,0.349954131,-0.019216217,-0.006724794
YBR084W,3.5638938,0.6666667,0.317718056,-0.022836124,-0.007255449
YIL070C,3.5638938,0.6666667,0.317718056,-0.022836124,-0.007255449
YOR167C,3.140127,0.36363637,0.167902261,-0.043403792,-0.007287595
YLR368W,3.140127,0.36363637,0.167902261,-0.043403792,-0.007287595
YJL199C,3.140127,0.36363637,0.167902261,-0.043403792,-0.007287595
YMR235C,3.140127,0.36363637,0.167902261,-0.043403792,-0.007287595
YJL012C,3.140127,0.36363637,0.167902261,-0.043403792,-0.007287595
YNL086W,3.140127,0.36363637,0.167902261,-0.043403792,-0.007287595
YPL242C,3.140127,0.36363637,0.167902261,-0.043403792,-0.007287595
YAR018C,3.5070434,0.6315789,0.29761953,-0.025217648,-0.007505265
YPL149W,3.6740646,0.6923077,0.356667133,-0.021095784,-0.007524173
YGR038W,2.48909,2.8,-0.062261182,0.121960248,-0.007593389
YDR023W,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YOR043W,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YOR317W,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YDR453C,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YPL020C,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YNL157W,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YOR176W,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YHR137W,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YPL110C,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YOR017W,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YML008C,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YNL185C,2.9841056,0,0.112743456,-0.068084993,-0.007676137
YML056C,3.0672333,0.2,0.14213189,-0.054510333,-0.007747657
YBL009W,3.0672333,0.2,0.14213189,-0.054510333,-0.007747657
YCR001W,3.0672333,0.2,0.14213189,-0.054510333,-0.007747657
YPR124W,3.0672333,0.2,0.14213189,-0.054510333,-0.007747657
YLR249W,3.0672333,0.2,0.14213189,-0.054510333,-0.007747657
YGR089W,3.0672336,0.2,0.142131996,-0.054510333,-0.007747662
YDR490C,3.0672336,0.2,0.142131996,-0.054510333,-0.007747662
YML042W,3.0672336,0.2,0.142131996,-0.054510333,-0.007747662
YFR049W,3.0672336,0.2,0.142131996,-0.054510333,-0.007747662
YDR422C,3.2621105,0.46153846,0.211027524,-0.036758854,-0.00775713
YOR276W,3.2621105,0.46153846,0.211027524,-0.036758854,-0.00775713
YLR058C,3.2621105,0.46153846,0.211027524,-0.036758854,-0.00775713
YDR032C,3.2621105,0.46153846,0.211027524,-0.036758854,-0.00775713
YER086W,3.2621105,0.46153846,0.211027524,-0.036758854,-0.00775713
YPL164C,3.359922,0.53333336,0.245607174,-0.031885897,-0.007831405
YOL115W,3.8440123,0.71794873,0.416749352,-0.019355443,-0.008066368
YBR270C,3.5892177,0.6363636,0.326670905,-0.024892895,-0.008131785
YBR018C,3.5892177,0.6363636,0.326670905,-0.024892895,-0.008131785
YML115C,3.5367074,0.6,0.30810675,-0.027361013,-0.008430113
YBR264C,3.2047052,0.33333334,0.190732823,-0.045460559,-0.008670821
YIL093C,2.2984586,2,-0.129655784,0.067661608,-0.008772719
YJR057W,2.2984586,2,-0.129655784,0.067661608,-0.008772719
YML094W,2.2984586,2,-0.129655784,0.067661608,-0.008772719
YJR062C,3.4018607,0.5,0.260433913,-0.034148343,-0.008893386
YBR169C,3.313559,0.42857143,0.229216297,-0.038996435,-0.008938618
YJL058C,3.3135593,0.42857143,0.229216403,-0.038996435,-0.008938623
YER103W,3.5638938,0.5714286,0.317718056,-0.029300248,-0.009309218
YNL106C,3.5638938,0.5714286,0.317718056,-0.029300248,-0.009309218
YDL164C,3.5638938,0.5714286,0.317718056,-0.029300248,-0.009309218
YER052C,3.140127,0.18181819,0.167902261,-0.055744392,-0.009359609
YLR433C,3.5070434,0.5263158,0.29761953,-0.032362202,-0.009631623
YNL055C,3.5070434,0.5263158,0.29761953,-0.032362202,-0.009631623
YBR162C,3.0672333,0,0.14213189,-0.068084993,-0.009677049
YEL013W,3.0672336,0,0.142131996,-0.068084993,-0.009677056
YHR174W,3.0672336,0,0.142131996,-0.068084993,-0.009677056
YLR383W,3.824644,0.6486486,0.409902008,-0.024059072,-0.009861862
YNL323W,3.2621105,0.30769232,0.211027524,-0.047200899,-0.009960689
YDR172W,3.2621105,0.30769232,0.211027524,-0.047200899,-0.009960689
YDR343C,3.2621105,0.30769232,0.211027524,-0.047200899,-0.009960689
YMR137C,3.2621105,0.30769232,0.211027524,-0.047200899,-0.009960689
YOL083W,3.2621105,0.30769232,0.211027524,-0.047200899,-0.009960689
YDR030C,3.2621105,0.30769232,0.211027524,-0.047200899,-0.009960689
YNL127W,3.359922,0.4,0.245607174,-0.040935673,-0.010054095
YBR223C,3.359922,0.4,0.245607174,-0.040935673,-0.010054095
