Level1,IC,LAC,Nor(IC),Nor(LAC),Nor(IC)*Nor(LAC)
YGR040W,4.0379505,1.6202532,0.485313019,0.041886939,0.020328277
YKR036C,3.7799404,1.7575758,0.394097784,0.051207477,0.020180753
YNL118C,3.8530462,1.7,0.419943139,0.047299618,0.01986315
YGL173C,3.9367256,1.6538461,0.449526617,0.044167,0.019854242
YLR238W,3.140127,2.7272727,0.167902261,0.117024006,0.019648595
YGR172C,3.5638938,1.9047619,0.317718056,0.061197483,0.019443545
YER157W,3.2047052,2.5,0.190732823,0.101598258,0.019378123
YLL011W,3.6345143,1.8333334,0.342684774,0.056349395,0.01931008
YMR054W,3.359922,2.1333334,0.245607174,0.076711385,0.018840867
YBR088C,3.6740646,1.7692307,0.356667133,0.051998534,0.018546168
YLR097C,3.4401622,2,0.27397478,0.067661608,0.018537574
YLR019W,3.4401622,2,0.27397478,0.067661608,0.018537574
YJL106W,3.8142917,1.6666666,0.406242122,0.04503717,0.018295995
YMR117C,3.8142917,1.6666666,0.406242122,0.04503717,0.018295995
YBR010W,3.5070434,1.8947369,0.29761953,0.060517054,0.018011057
YGR120C,3.5070434,1.8947369,0.29761953,0.060517054,0.018011057
YHR007C,3.3135593,2.142857,0.229216403,0.077357784,0.017731673
YJR015W,3.313559,2.142857,0.229216297,0.077357784,0.017731665
YKL095W,3.8346567,1.6315789,0.413441834,0.042655652,0.017635631
YKR001C,3.4018607,2,0.260433913,0.067661608,0.017621377
YFR015C,3.4018607,2,0.260433913,0.067661608,0.017621377
YDL054C,3.4018607,2,0.260433913,0.067661608,0.017621377
YCL024W,3.140127,2.5454545,0.167902261,0.104683405,0.01757658
YLR176C,3.140127,2.5454545,0.167902261,0.104683405,0.01757658
YNL044W,3.5638938,1.8095238,0.317718056,0.054733359,0.017389777
YGR238C,2.8883598,4.25,0.078894101,0.220376533,0.017386408
YOL070C,3.2047052,2.3333333,0.190732823,0.090286039,0.017220511
YBR298C,3.4751234,1.8888888,0.286334738,0.060120124,0.01721448
YJR035W,3.8530462,1.6,0.419943139,0.040512288,0.017012857
YHR114W,4.152772,1.4772727,0.525906275,0.032182381,0.016924916
YBL105C,3.6126745,1.7391304,0.334963671,0.049955527,0.016733287
YJL128C,3.8698623,1.5714285,0.425888195,0.038573046,0.016427805
YDR260C,3.5892177,1.7272727,0.326670905,0.049150706,0.016056106
YER110C,3.962234,1.5087719,0.458544693,0.034320335,0.015737408
YBR135W,3.6345143,1.6666666,0.342684774,0.04503717,0.015433552
YKL171W,3.4018607,1.875,0.260433913,0.059177445,0.015411814
YOR106W,3.0672333,2.6,0.14213189,0.108385588,0.015405048
YDR247W,3.8142917,1.5555556,0.406242122,0.037495699,0.015232333
YER009W,3.2047052,2.1666667,0.190732823,0.078973827,0.015062901
YKL081W,3.7248504,1.5862069,0.374621619,0.039576104,0.014826064
YOR136W,3.6740646,1.6153846,0.356667133,0.041556491,0.014821835
YDL192W,3.6126745,1.6521739,0.334963671,0.044053502,0.014756323
YOR027W,3.5367074,1.7,0.30810675,0.047299618,0.014573331
YJR103W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNR072W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YIR040C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR016W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR154W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR017W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YIL042C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR147W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHL032C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR064W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YFL003C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR168W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YIL169C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YER015W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL014W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL149W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOL106W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL066W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR015W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL277W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR332W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR049W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL236C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR100C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR053C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YML105C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR172C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR079W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL063W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDL167C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL078C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR003W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YCR048W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR177W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL179W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YER067W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL079W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL064W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR049C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL188W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YAL026C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR297W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOL059W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR111W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL285W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YML108W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR246W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YCR100C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJR055W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL208C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHL026C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL230C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR238C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR339C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL034W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR286W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR145W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YER119C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR139W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR222W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR038W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJR019C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJR049C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL079W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR152W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR206W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL204C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNR040W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR104W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YER166W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR057C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YCR107W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDL172C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR002W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOL127W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR037C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR326W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR083W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YEL021W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR505C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YFL004W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL085W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR255C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL150W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YML104C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR063W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL215C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR102C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR151C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR436C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR341C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR197C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YER044C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR073C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR163C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR415C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR189C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR180W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YAL067C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR079C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNR039C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR192W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YFL027C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR359W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL050C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDL198C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR048W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YIR033W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBL044W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR059W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR250W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR117C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR268W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL015C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR121C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL057C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR010C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YIL141W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL141W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLL020C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR244W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR293C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL053C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR138C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR177W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNR068C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR144C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL006W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR357C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YIL002C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL266W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR086C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDL086W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR452W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL134C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR315W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR114W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPR066W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YEL070W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDL085W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL185C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YML116W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR187C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL085W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKR090W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YIL013C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR527W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR130C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL137W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR079W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR178W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YFR019W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL170W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL201C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR201W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR136C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YER053C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL036C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNR051C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR044W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR528W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR379W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR302C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL252C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL159C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR043C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR160W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YHR147C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YML051W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR020W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL086C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR073W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR018C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR146C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLL033W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YML129C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YFR011C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR271W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR183W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLL051C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YLR390W-A,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR292C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YKL090W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBR120C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOL105C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPR096C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL326C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YEL069C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOR087W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGL098W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL073C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YMR173W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL202W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YFR043C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YGR237C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YDR405W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YBL092W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YER007C-A,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YOL015W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPL241C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YPR058W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YJL096W,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL171C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YNL173C,2.0616257,0,-0.213384167,-0.068084993,0.014528259
YFR053C,4.072236,1.431579,0.497434095,0.029080998,0.01446588
YDR466W,3.359922,1.8666667,0.245607174,0.058611837,0.014395488
YKL212W,3.359922,1.8666667,0.245607174,0.058611837,0.014395488
YIL045W,3.2621105,2,0.211027524,0.067661608,0.014278462
YPR115W,3.7397115,1.5333333,0.379875517,0.035987399,0.013670732
YOR319W,3.6345143,1.5833334,0.342684774,0.03938107,0.013495293
YAL041W,3.7248504,1.5172414,0.374621619,0.034895188,0.013072492
YLR222C,3.7248504,1.5172414,0.374621619,0.034895188,0.013072492
YPR119W,3.7248504,1.5172414,0.374621619,0.034895188,0.013072492
YLR006C,3.2047052,2,0.190732823,0.067661608,0.012905289
YGL134W,3.2047052,2,0.190732823,0.067661608,0.012905289
YBL085W,4.0023093,1.4029851,0.472712658,0.027140236,0.012829533
YDR171W,3.9797077,1.409836,0.464722233,0.027605229,0.012828764
YDL160C,3.5367074,1.6,0.30810675,0.040512288,0.012482109
YPL256C,3.5367074,1.6,0.30810675,0.040512288,0.012482109
YGL237C,3.962234,1.4035088,0.458544693,0.027175781,0.01246131
YJL173C,3.8698623,1.4285715,0.425888195,0.02887687,0.012298318
YNL020C,3.359922,1.7333333,0.245607174,0.049562059,0.012172797
YHL003C,3.359922,1.7333333,0.245607174,0.049562059,0.012172797
YPL153C,3.8142917,1.4444444,0.406242122,0.029954216,0.012168664
YOR178C,3.2621105,1.8461539,0.211027524,0.057219565,0.012074903
YLR192C,2.8883598,3.25,0.078894101,0.152503233,0.012031605
YHR179W,3.5892177,1.5454545,0.326670905,0.036810104,0.01202479
YDR131C,3.5070434,1.5789474,0.29761953,0.039083378,0.011631977
YJL005W,3.5070434,1.5789474,0.29761953,0.039083378,0.011631977
YPL144W,3.0672336,2.2,0.142131996,0.081236268,0.011546273
YML012W,3.0672333,2.2,0.14213189,0.081236268,0.011546264
YLR144C,3.0672333,2.2,0.14213189,0.081236268,0.011546264
YLR034C,3.140127,2,0.167902261,0.067661608,0.011360537
YJR077C,3.9131224,1.375,0.441182094,0.025240795,0.011135787
YBR274W,3.7920728,1.4117647,0.398386995,0.027736137,0.011049716
YOR080W,3.8928666,1.3777778,0.434020988,0.025429333,0.011036864
YKL152C,4.060816,1.3258427,0.493396741,0.021904327,0.010807523
YJR033C,2.8883598,3,0.078894101,0.135534908,0.010692905
YNL244C,4.009136,1.3333334,0.475126126,0.022412745,0.010648881
YGL206C,3.9915602,1.3125,0.46891249,0.020998714,0.009846559
YOL055C,4.068592,1.2903225,0.496145818,0.019493454,0.009671596
YDR080W,3.0672333,2,0.14213189,0.067661608,0.009616872
YMR279C,2.8883598,2.75,0.078894101,0.118566583,0.009354204
YLR264W,2.9841056,2.2222223,0.112743456,0.082744568,0.009328909
YAR028W,3.140127,1.8181819,0.167902261,0.055321013,0.009288523
YER032W,3.5638938,1.4285715,0.317718056,0.02887687,0.009174703
YBR136W,3.5638938,1.4285715,0.317718056,0.02887687,0.009174703
YKL060C,3.8617713,1.3170732,0.423027755,0.021309112,0.009014346
YGL099W,3.313559,1.5714285,0.229216297,0.038573046,0.008841571
YIL025C,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YOR142W-A,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YOR239W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YKL075C,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YLR294C,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YHR035W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YNL329C,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YJL048C,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YIL108W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YOR184W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YJR048W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YHR190W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YML019W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YMR193W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YLR124W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YNL252C,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YMR179W,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YIL117C,2.2984583,0,-0.12965589,-0.068084993,0.00882762
YKL127W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YLR413W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR204W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDL240W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YJL099W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YCL009C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YER083C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YNL070W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGL187C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YLR322W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YMR144W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR098C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGL216W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGL185C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR529C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGL154C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YKL098W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR384C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YPL222W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YER019W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YCL046W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YJR105W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YER131W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YIL129C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YAR066W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YLR411W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR266W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YJL083W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YLR359W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDL066W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR314W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YKL064W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YBR003W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YIL173W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR233C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YMR155W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YBR295W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR141C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YHR044C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YPR033C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR503C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGR066C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YFL014W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YKR105C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDL224C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YER156C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR161C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YJR061W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YPL120W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YBL064C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDL049C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YHR057C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YPL092W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YNR041C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YIL111W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YMR004W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YNL239W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGL068W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YHR215W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YNL013C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YPL154C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YHL044W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YHL045W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YML055W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YNL210W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR187W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR388C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDL112W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGR210C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YCL051W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOL150C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR045W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOR079C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YGR165W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDL072C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YBL101C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR479C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YML029W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YLR440C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YPL077C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YER066W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDL067C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YJR131W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YML068W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YNL272C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YMR200W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR515W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YDR373W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YOL129W,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YFL020C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YKL020C,2.2984586,0,-0.129655784,-0.068084993,0.008827613
YHR183W,3.6126745,1.3913044,0.334963671,0.026347428,0.008825431
YNL053W,3.4018607,1.5,0.260433913,0.033724958,0.008783123
YAL017W,3.2047052,1.6666666,0.190732823,0.04503717,0.008590067
YDR142C,3.9422092,1.2830188,0.451465254,0.018997727,0.008576814
YLR310C,4.015415,1.2676057,0.477345963,0.017951589,0.008569119
YBR017C,4.0704737,1.2553191,0.496811062,0.017117657,0.008504242
YIL094C,3.6550763,1.36,0.349954131,0.024222696,0.008476832
